,coef,SE,t,p-value
Intercept,-0.8111165121835611,0.09626395608498521,-8.42596279200783,0.013794363695516136
name[T.ABF2],0.6035022313084396,0.13777110538067322,4.380470270895424,0.0483649528482044
name[T.ABF3],0.5432950222400649,0.13346804747889324,4.07059991138315,0.05538465352359884
name[T.ABI3],0.8111165121363142,0.13442295194994752,6.034062638635803,0.026382977188280816
name[T.ABI5],0.8034644696392228,0.1343905397783198,5.978579079781623,0.02685529639854983
name[T.ABR1],0.8111165121720065,0.13442295195009368,6.034062638894765,0.02638297718610511
name[T.AG],0.7805083419289791,0.13429510121988583,5.811889896497616,0.028352004917704628
name[T.AGL1],0.8072904907054977,0.13440670843711816,6.006325875342648,0.026617543898132718
name[T.AGL13],0.7996384480674242,0.13437444599752665,5.950822287164203,0.027096291898415507
name[T.AGL15],1.034434191489709,0.13268910175274656,7.795924290883196,0.01605848153820811
name[T.AGL16],0.7460741503758,0.1341570102323558,5.561201379515112,0.030845986508386238
name[T.AGL25],0.40938427702357116,0.13313058443252504,3.075058062492474,0.09147442444215341
name[T.AGL27],0.6059198084127744,0.13309801266841548,4.552433175109013,0.045018411087856765
name[T.AGL3],0.7001618952648845,0.13398237607935742,5.225776074087388,0.03472234082851311
name[T.AGL42],0.8111165115687909,0.1344229519506454,6.034062634382554,0.026382977224015166
name[T.AGL55],0.6657277036420607,0.13385853904349235,4.973367469861278,0.03813203995745537
name[T.AGL6],0.7958124271894792,0.13435842712299093,5.923055547985815,0.0273405887436988
name[T.AGL63],0.7919864054105279,0.1343424831803575,5.895278892137718,0.027588246764089924
name[T.AHL12],0.8111165127448523,0.13442295194454715,6.034062643405259,0.02638297714820948
name[T.AHL20],7.908974116054361,0.2092115801031976,37.80371101902251,0.0006989974458580797
name[T.AHL25],1.194517267399645,0.1840947348347953,6.488600928601203,0.02293781000882082
name[T.AIB],-0.9091846203653164,0.1420424686600404,-6.4007942761212355,0.023549243049020147
name[T.AIL7],0.8111165125705945,0.13442295195053666,6.034062641840058,0.02638297716135976
name[T.ANL2],0.6465975971688966,0.1337923917435082,4.832842800272838,0.04024776370809917
name[T.ANT],-0.27547353229965693,0.13288746105291008,-2.0729836368081047,0.17392396787696657
name[T.AP1],-0.3477686236406825,0.1597163276869162,-2.1774143487846507,0.16136183071526927
name[T.AP3],0.8111165121170516,0.13442295195817894,6.034062638123008,0.02638297719258914
name[T.ARALYDRAFT_484486],0.6848578099412928,0.1339265807202782,5.113680990420422,0.03617876687353163
name[T.ARALYDRAFT_493022],0.4361664263156574,0.1331905499258866,3.2747550525045552,0.08194935899820335
name[T.ARALYDRAFT_495258],0.825411465939455,0.13630303814090686,6.055708494818466,0.026202039588870088
name[T.ARALYDRAFT_496250],0.829237487039536,0.13627982260699448,6.084814840351692,0.025961621122139737
name[T.ARALYDRAFT_897773],0.5676595949953274,0.13318175254403522,4.262292575010502,0.050880005438383044
name[T.AREB3],0.5203388944103728,0.13340352508390207,3.9004883422916583,0.05988606438351119
name[T.ARF1],2.7502994851597915,0.14551551729382778,18.900386270189543,0.0027876592300398783
name[T.ARF2],1.4832766222587674,0.2622176299991547,5.6566624534877725,0.029859434814546653
name[T.ARF3],0.27547353245977807,0.13288746105270394,2.0729836380162587,0.1739239677240605
